treat,response_wave_ID,exp_1_prompt,meta_OS,age_65,educ,PID,crt,gender,age,polknow,internet_usage,ambivalent_sexism,post_favor_Sanders
audio,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Democrat,0.6666666666666666,Female,55,1,7,2.2,59
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.3333333333333333,Female,62,0.8571428571428571,6,2.2,39
control,SV_eyxdeXOuISXzakt,control,desktop,>65,<High school,Democrat,0.3333333333333333,Male,71,0.2857142857142857,6,2.6,100
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Democrat,0.3333333333333333,Female,38,0.8571428571428571,6,3.2,50
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0.3333333333333333,Female,51,0.2857142857142857,6,2.2,0
text,SV_eyxdeXOuISXzakt,info,desktop,>65,Postgraduate,Democrat,0,Female,63,1,6,2.6,90
ad,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Democrat,0,Female,64,1,6,2,95
control,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Democrat,0.3333333333333333,Female,67,0.8571428571428571,6,2.8,62
audio,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.3333333333333333,Male,79,1,7,2.4,39
skit,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0.3333333333333333,Male,73,1,6,3.5,65
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,20,0.42857142857142855,7,2.6,33
skit,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Republican,0,Male,82,0.7142857142857143,1,2,17
audio,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,47,0.5714285714285714,6,3.2,36
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0,Female,62,0.42857142857142855,7,1.8,73
text,SV_eyxdeXOuISXzakt,info,desktop,>65,Postgraduate,Independent,0.3333333333333333,Female,64,0.8571428571428571,7,3.2,38
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Republican,0.3333333333333333,Male,31,0.5714285714285714,7,3.4,63
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,58,0.5714285714285714,6,2.2,80
audio,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Democrat,0.6666666666666666,Male,65,1,6,3.4,43
audio,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Republican,0,Male,40,1,7,3.8,64
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Independent,0.3333333333333333,Male,67,1,6,2.8,50
control,SV_eyxdeXOuISXzakt,info,desktop,>65,Postgraduate,Democrat,0,Female,70,1,6,2.4,90
control,SV_eyxdeXOuISXzakt,control,desktop,<=65,Postgraduate,Republican,0.6666666666666666,Male,46,0.8571428571428571,7,2.2,50
text,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Democrat,0.6666666666666666,Female,57,1,7,1.8,58
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Independent,0.3333333333333333,Female,30,0.42857142857142855,7,3.8,32
skit,SV_eyxdeXOuISXzakt,control,desktop,>65,Postgraduate,Democrat,0,Female,73,1,6,2,68
video,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Republican,0.3333333333333333,Female,67,0.7142857142857143,6,3,15
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Independent,0.3333333333333333,Female,61,1,7,1.8,50
skit,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,40,0.5714285714285714,6,4.2,72
audio,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Democrat,0.6666666666666666,Female,56,0.8571428571428571,6,2.2,68
control,SV_eyxdeXOuISXzakt,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Male,43,0.5714285714285714,6,1.6,39
video,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.3333333333333333,Male,68,0.42857142857142855,5,3.8,0
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Republican,0.3333333333333333,Male,54,0.8571428571428571,7,2.2,50
audio,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,58,0.7142857142857143,7,2,67
control,SV_eyxdeXOuISXzakt,control,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Female,44,0.5714285714285714,7,2.2,83
video,SV_eyxdeXOuISXzakt,info,mobile,>65,Postgraduate,Democrat,0.3333333333333333,Female,63,0.8571428571428571,7,2,68
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0,Female,68,1,7,2,85
audio,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,37,0.42857142857142855,7,3.4,46
video,SV_eyxdeXOuISXzakt,control,mobile,>65,High school,Independent,0,Female,71,0.42857142857142855,5,2.4,0
ad,SV_eyxdeXOuISXzakt,control,desktop,<=65,High school,Republican,0.6666666666666666,Female,35,0.5714285714285714,7,3,20
skit,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0.6666666666666666,Female,64,0.7142857142857143,6,3.2,23
audio,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.6666666666666666,Female,74,0.8571428571428571,7,3,39
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0,Female,72,0.5714285714285714,6,2.8,44
text,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Democrat,0.6666666666666666,Male,47,0.8571428571428571,6,3.4,46
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Independent,0.3333333333333333,Female,28,0.7142857142857143,7,2.4,50
skit,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.6666666666666666,Male,72,1,6,2.8,19
video,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Republican,0.3333333333333333,Female,77,0.5714285714285714,6,3.2,0
video,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0.3333333333333333,Male,44,0.42857142857142855,6,2.8,48
video,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Republican,0,Male,42,1,6,4.6,85
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,31,0.5714285714285714,7,1.4,50
audio,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Democrat,0.3333333333333333,Female,63,0.42857142857142855,7,3.2,73
text,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,29,1,6,1.4,86
skit,SV_eyxdeXOuISXzakt,info,desktop,>65,Postgraduate,Republican,0.3333333333333333,Male,75,1,6,4.2,1
control,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,67,1,7,1.8,82
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,34,0.5714285714285714,6,4,50
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,29,0.5714285714285714,7,2.8,19
control,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Democrat,0.3333333333333333,Female,72,0.8571428571428571,6,2.2,70
audio,SV_eyxdeXOuISXzakt,info,mobile,>65,Postgraduate,Independent,0,Female,73,0.8571428571428571,5,2.8,78
ad,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Independent,0.3333333333333333,Female,67,0.8571428571428571,7,1.8,5
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Republican,0,Female,62,1,6,3,40
ad,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Independent,0.6666666666666666,Female,18,0,7,1.4,38
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Republican,0.3333333333333333,Male,40,0.8571428571428571,7,4.4,78
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Republican,0.3333333333333333,Female,61,0.42857142857142855,7,4.6,0
text,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0,Female,68,1,7,3.6,13
audio,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Independent,0.3333333333333333,Female,42,0.42857142857142855,7,2.8,100
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Republican,0.3333333333333333,Female,29,0.42857142857142855,7,1,51
ad,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Republican,0,Female,70,1,6,3.2,16
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Republican,0.3333333333333333,Female,35,1,7,1.2,0
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Republican,0.3333333333333333,Female,40,0.5714285714285714,6,2.6,26
control,SV_eyxdeXOuISXzakt,info,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,62,1,6,2,93
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0.3333333333333333,Female,57,0.8571428571428571,7,3.6,6
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,49,0.8571428571428571,7,3.2,26
skit,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Female,24,0.8571428571428571,7,3.2,34
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Democrat,0.6666666666666666,Female,45,0.42857142857142855,7,3,77
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0,Female,55,0.8571428571428571,7,2.4,42
audio,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Democrat,0,Female,68,1,6,1.6,46
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,19,0.5714285714285714,7,1.8,85
ad,SV_eyxdeXOuISXzakt,info,mobile,>65,Postgraduate,Democrat,0.6666666666666666,Female,66,0.8571428571428571,7,1.4,75
video,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Democrat,0,Female,65,1,6,2.6,100
control,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0.3333333333333333,Female,72,0.5714285714285714,6,3.4,6
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Independent,0.3333333333333333,Female,18,0.42857142857142855,7,3,50
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,39,0.2857142857142857,7,2.6,43
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0,Female,22,0.14285714285714285,7,3,0
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Republican,0.3333333333333333,Female,46,0.2857142857142857,6,3.2,16
skit,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Republican,0.3333333333333333,Female,67,0.8571428571428571,6,2.8,0
control,SV_eyxdeXOuISXzakt,info,desktop,<=65,High school,Republican,0.3333333333333333,Female,53,1,6,3.8,23
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0.3333333333333333,Female,67,0.8571428571428571,6,2.4,0
skit,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Democrat,1,Female,67,1,6,4.4,25
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Republican,0,Female,35,0.5714285714285714,7,2,98
skit,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Independent,0.6666666666666666,Female,65,1,6,2.4,55
video,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Democrat,0.3333333333333333,Female,62,1,3,2.2,80
audio,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Republican,0.6666666666666666,Female,66,1,6,2.4,4
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,52,1,6,1,80
audio,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Democrat,0,Female,66,0.8571428571428571,7,2.6,100
text,SV_eyxdeXOuISXzakt,control,mobile,>65,Postgraduate,Republican,0.3333333333333333,Female,66,0.8571428571428571,6,3.6,57
skit,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Republican,0.3333333333333333,Female,66,0.7142857142857143,6,3,0
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,58,0.8571428571428571,6,2,79
control,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Democrat,0,Female,71,1,6,2.2,80
skit,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Democrat,0,Female,71,0.8571428571428571,6,2,83
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Democrat,0.6666666666666666,Female,25,0.14285714285714285,7,1.2,76
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Independent,0,Female,35,0.2857142857142857,7,3.2,71
control,SV_eyxdeXOuISXzakt,info,desktop,<=65,High school,Republican,0,Female,56,1,6,3.6,20
control,SV_eyxdeXOuISXzakt,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,40,0.5714285714285714,7,1.8,86
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Republican,0.3333333333333333,Female,72,1,5,3.6,0
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.3333333333333333,Female,77,0.8571428571428571,6,2.8,29
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,66,1,6,2.8,87
skit,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0,Female,66,1,6,3.2,70
video,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,72,0.2857142857142857,6,2.8,43
text,SV_eyxdeXOuISXzakt,control,desktop,>65,Postgraduate,Republican,0.3333333333333333,Female,66,1,6,2.2,0
ad,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,45,1,6,1.6,91
video,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.3333333333333333,Female,71,1,3,5,0
video,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0,Female,75,0.8571428571428571,5,2.8,0
text,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Democrat,0,Female,86,0.42857142857142855,6,3.2,19
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,72,1,6,3,50
video,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0.3333333333333333,Female,70,0.8571428571428571,7,4.8,0
ad,SV_eyxdeXOuISXzakt,control,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,73,1,6,1.6,75
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Independent,0.3333333333333333,Female,43,0.5714285714285714,7,2.8,50
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Independent,0,Female,44,0.8571428571428571,6,4,63
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Independent,0.6666666666666666,Female,61,0.8571428571428571,6,3,45
video,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Independent,0,Female,44,0.14285714285714285,7,2.6,41
audio,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Republican,0.3333333333333333,Female,74,0.8571428571428571,6,2.4,82
skit,SV_eyxdeXOuISXzakt,info,desktop,>65,Postgraduate,Independent,0.3333333333333333,Female,68,0.5714285714285714,6,2.6,89
skit,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.6666666666666666,Female,66,1,6,1.4,90
control,SV_eyxdeXOuISXzakt,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Female,40,1,7,5,0
control,SV_eyxdeXOuISXzakt,control,mobile,>65,High school,Democrat,0.3333333333333333,Female,74,0.8571428571428571,6,3.4,100
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0,Female,72,0.7142857142857143,6,3.6,3
video,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Republican,1,Female,44,0.5714285714285714,7,2.4,51
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Democrat,0.6666666666666666,Female,71,1,7,2,50
audio,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.3333333333333333,Female,72,1,6,3.2,0
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.3333333333333333,Male,78,1,7,1.4,100
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0,Female,43,0.5714285714285714,7,2.4,97
control,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Republican,0,Female,54,0.42857142857142855,6,3.6,40
text,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Democrat,0,Male,32,0.42857142857142855,3,3.8,86
control,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Independent,0,Female,46,0.42857142857142855,6,2,50
audio,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Republican,0,Female,61,0.42857142857142855,7,3,51
video,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Democrat,0.6666666666666666,Female,67,1,6,2.6,88
skit,SV_eyxdeXOuISXzakt,control,desktop,<=65,High school,Democrat,0,Male,57,0.8571428571428571,7,3,50
ad,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Democrat,0.3333333333333333,Male,70,1,6,2.4,100
audio,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Independent,0.3333333333333333,Male,59,0.7142857142857143,7,2,66
text,SV_eyxdeXOuISXzakt,control,mobile,>65,Postgraduate,Republican,0.3333333333333333,Male,66,1,6,2.2,19
ad,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Republican,0.3333333333333333,Female,50,0.5714285714285714,7,4,0
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,46,1,7,3,41
ad,SV_eyxdeXOuISXzakt,control,desktop,<=65,High school,Independent,0.6666666666666666,Female,27,0.2857142857142857,7,1.6,30
audio,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Republican,0,Male,61,1,7,3.8,3
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,57,0.42857142857142855,7,3.6,63
control,SV_eyxdeXOuISXzakt,info,desktop,<=65,High school,Democrat,0.3333333333333333,Male,58,1,7,3,100
ad,SV_eyxdeXOuISXzakt,control,mobile,>65,High school,Democrat,0,Female,67,1,4,4,0
ad,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Republican,0.3333333333333333,Female,70,0.7142857142857143,6,4.2,72
audio,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Republican,0.3333333333333333,Female,66,0.42857142857142855,7,4.2,0
audio,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.3333333333333333,Female,72,1,7,3.6,0
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0,Female,58,0.42857142857142855,5,2.6,55
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Independent,0.3333333333333333,Male,62,1,7,3.4,0
video,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,68,0.8571428571428571,7,2.2,54
text,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Republican,0,Female,61,0.8571428571428571,6,2.2,61
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,59,0.8571428571428571,7,1.4,100
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,56,1,6,1.2,100
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Democrat,0,Female,37,0.5714285714285714,7,1.2,0
text,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0,Female,70,1,6,1.6,100
ad,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0,Female,36,0.7142857142857143,7,1.2,40
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,55,0.8571428571428571,7,2.6,100
audio,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Democrat,0,Female,61,1,6,2.2,43
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Independent,0.3333333333333333,Female,55,0.7142857142857143,5,1.8,14
text,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Republican,0.6666666666666666,Female,72,1,6,2.6,59
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Republican,0,Male,47 in,0.7142857142857143,6,5,51
text,SV_eyxdeXOuISXzakt,info,desktop,<=65,High school,Democrat,0.6666666666666666,Female,56,0.5714285714285714,6,1.6,50
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.6666666666666666,Female,60,1,6,2.8,85
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0,Female,47,0.8571428571428571,7,3,50
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,56,0.5714285714285714,6,3,49
video,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Independent,0.3333333333333333,Female,79,1,5,3.4,0
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Republican,0.3333333333333333,Male,58,0.7142857142857143,6,2,0
skit,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Democrat,0.3333333333333333,Female,70,1,6,2.2,75
skit,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Independent,0.3333333333333333,Female,63,0.7142857142857143,6,4,25
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Republican,0,Male,30,0.2857142857142857,7,4,96
video,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0,Male,40,0.7142857142857143,6,4,70
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Republican,0.3333333333333333,Male,40,1,6,4.4,0
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0,Female,50,0.42857142857142855,6,3.8,32
audio,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,27,0.8571428571428571,6,3.8,65
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Democrat,0,Male,27,0.5714285714285714,7,3,48
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,<High school,Democrat,0.3333333333333333,Female,60,0.8571428571428571,7,2,58
video,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Republican,0.3333333333333333,Male,32,0.8571428571428571,6,2.4,64
video,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Independent,0.3333333333333333,Female,49,0.2857142857142857,7,3.4,0
video,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Republican,0,Male,35,1,6,3.75,27
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0,Female,34,0.14285714285714285,7,2.4,30
control,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0.6666666666666666,Male,69,1,5,3,0
skit,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Republican,0.3333333333333333,Female,77,0.2857142857142857,6,3.6,7
ad,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Republican,0,Female,52,0.14285714285714285,7,3.4,0
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Independent,0.3333333333333333,Female,22,0.14285714285714285,7,2,47
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.3333333333333333,Female,66,1,7,4.6,29
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Independent,0.6666666666666666,Male,63,0.8571428571428571,6,3.8,0
skit,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Republican,0.3333333333333333,Female,61,1,6,1.8,42
text,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Republican,0,Female,64,1,6,3.4,0
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Male,36,0.7142857142857143,6,2.8,68
skit,SV_eyxdeXOuISXzakt,info,desktop,>65,Postgraduate,Independent,0.3333333333333333,Male,72,1,6,2.4,81
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0,Female,51,0.42857142857142855,6,1,38
skit,SV_eyxdeXOuISXzakt,info,mobile,>65,Postgraduate,Democrat,0.3333333333333333,Female,74,1,6,3,48
control,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Republican,0.3333333333333333,Female,66,1,6,4,38
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0,Female,59,0.42857142857142855,6,2.4,50
video,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,40,1,7,2.4,72
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Republican,0.3333333333333333,Female,58,0.8571428571428571,7,3.2,0
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Democrat,0,Female,54,1,6,2.4,100
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Republican,0.3333333333333333,Male,74,1,6,3.2,9
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Republican,0.3333333333333333,Female,56,0.7142857142857143,6,2,7
video,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Republican,0.3333333333333333,Female,49,0.5714285714285714,7,2.6,1
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0.3333333333333333,Female,57,1,7,4,0
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,27,0.14285714285714285,7,3.6,66
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0,Female,35,0.42857142857142855,7,2.2,50
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Republican,0.3333333333333333,Male,34,0.8571428571428571,7,4,77
audio,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,20,0.5714285714285714,7,1.6,50
audio,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Male,30,0.7142857142857143,7,3.2,17
skit,SV_eyxdeXOuISXzakt,control,desktop,<=65,High school,Independent,0,Female,59,0.42857142857142855,7,3.4,29
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Male,24,0.7142857142857143,7,3.4,87
ad,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Republican,0.3333333333333333,Male,39,0.5714285714285714,7,2.8,23
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0.3333333333333333,Male,28,0.5714285714285714,6,2.4,19
text,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Independent,0,Male,35,0.42857142857142855,7,3,44
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Independent,0,Male,20,0.42857142857142855,5,2.4,27
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Republican,0.3333333333333333,Female,45,0.8571428571428571,6,1.8,0
ad,SV_eyxdeXOuISXzakt,control,mobile,<=65,<High school,Independent,0.3333333333333333,Female,18,0.2857142857142857,7,3.2,0
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,28,0.2857142857142857,6,2.4,61
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0,Female,37,1,7,3.8,70
text,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Democrat,0.3333333333333333,Male,78,0.7142857142857143,6,3.4,80
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.3333333333333333,Female,71,0.2857142857142857,6,2.6,71
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Democrat,0.3333333333333333,Female,34,0.8571428571428571,7,1.8,18
